Row ID,Salesman ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,Product ID, Sales ,Quantity,Discount, Profit 
8717,STAFF-1443,CA-2016-120824,05-Jun-22,25-Jun-22,Second Class,AW-10930,Arthur Wiediger,Home Office,13800,OFF-AP-10001242, 64.384 ,4,0.8, -160.96 
8718,STAFF-2275,CA-2016-120824,25-Oct-21,13-Nov-21,Second Class,AW-10930,Arthur Wiediger,Home Office,6050,FUR-FU-10001424, 6.984 ,2,0.6, -4.5396 
8719,STAFF-1993,CA-2016-120824,12-May-23,02-Jun-23,Second Class,AW-10930,Arthur Wiediger,Home Office,77400,OFF-AR-10003469, 11.264 ,8,0.2, 3.9424 
8720,STAFF-219,CA-2016-120824,19-Aug-16,27-Aug-16,Second Class,AW-10930,Arthur Wiediger,Home Office,58000,OFF-PA-10000232, 15.552 ,3,0.2, 5.6376 
8721,STAFF-118,CA-2016-120824,29-May-23,28-Jun-23,Second Class,AW-10930,Arthur Wiediger,Home Office,11050,FUR-CH-10000229, 379.372 ,2,0.3, -119.2312 
8722,STAFF-680,CA-2016-120824,16-May-23,30-May-23,Second Class,AW-10930,Arthur Wiediger,Home Office,28700,OFF-ST-10002562, 67.536 ,9,0.2, 6.7536 
8723,STAFF-1335,CA-2016-120824,29-Aug-23,20-Sep-23,Second Class,AW-10930,Arthur Wiediger,Home Office,71250,OFF-BI-10001525, 1.524 ,2,0.8, -2.667 
8724,STAFF-1834,US-2016-135209,05-Sep-21,19-Sep-21,Second Class,MH-17290,Marc Harrigan,Home Office,34400,OFF-PA-10002986, 37.408 ,7,0.2, 13.0928 
8725,STAFF-2532,US-2016-135209,18-Apr-24,25-Apr-24,Second Class,MH-17290,Marc Harrigan,Home Office,31850,OFF-PA-10000143, 25.344 ,6,0.2, 8.8704 
8726,STAFF-2867,CA-2017-148145,04-Jan-14,15-Jan-14,Standard Class,SW-20275,Scott Williamson,Consumer,16030,OFF-AR-10003752, 46.2 ,4,0, 21.252 
8727,STAFF-1856,CA-2015-103870,14-Jan-23,27-Jan-23,Standard Class,SP-20860,Sung Pak,Corporate,31560,TEC-AC-10002370, 4.728 ,3,0.2, 0.7092 
8728,STAFF-216,CA-2015-103870,05-Sep-13,13-Sep-13,Standard Class,SP-20860,Sung Pak,Corporate,89150,FUR-FU-10002030, 53.352 ,3,0.2, 16.0056 
8729,STAFF-1832,CA-2015-103870,03-Jul-23,25-Jul-23,Standard Class,SP-20860,Sung Pak,Corporate,71700,FUR-BO-10002853, 131.104 ,2,0.2, 8.194 
8730,STAFF-1545,CA-2015-103870,29-Apr-24,19-May-24,Standard Class,SP-20860,Sung Pak,Corporate,72120,OFF-ST-10002562, 22.512 ,3,0.2, 2.2512 
8731,STAFF-1260,CA-2015-103870,10-Apr-17,10-May-17,Standard Class,SP-20860,Sung Pak,Corporate,43900,TEC-AC-10004227, 72.744 ,7,0.2, -12.7302 
8732,STAFF-639,CA-2015-111017,01-Jul-21,12-Jul-21,Standard Class,SC-20695,Steve Chapman,Corporate,21090,OFF-SU-10002573, 52.59 ,3,0, 15.777 
8733,STAFF-613,CA-2017-116988,21-Dec-19,19-Jan-20,Second Class,PW-19030,Pauline Webber,Corporate,70400,OFF-PA-10003848, 19.44 ,3,0, 9.3312 
8734,STAFF-266,CA-2017-116988,16-May-11,31-May-11,Second Class,PW-19030,Pauline Webber,Corporate,20400,FUR-FU-10001290, 126.3 ,3,0, 40.416 
8735,STAFF-1606,CA-2017-116988,28-Aug-17,04-Sep-17,Second Class,PW-19030,Pauline Webber,Corporate,23000,TEC-AC-10003832, 1287.45 ,5,0, 244.6155 
8736,STAFF-332,US-2014-169390,16-Dec-07,10-Jan-08,Second Class,CS-12250,Chris Selesnick,Corporate,26050,OFF-ST-10001558, 64.96 ,4,0, 9.744 
8737,STAFF-2027,CA-2016-168774,01-Sep-23,25-Sep-23,Standard Class,RP-19855,Roy Phan,Corporate,45000,OFF-ST-10001490, 535.41 ,3,0, 160.623 
8738,STAFF-1887,CA-2017-161592,04-Mar-22,19-Mar-22,Standard Class,CS-12175,Charles Sheldon,Corporate,40170,OFF-BI-10003669, 8.1 ,5,0.7, -5.94 
8739,STAFF-2429,US-2017-131961,10-Oct-08,05-Nov-08,First Class,MJ-17740,Max Jones,Consumer,81100,OFF-AR-10004441, 13.248 ,4,0.2, 3.6432 
8740,STAFF-28,US-2017-131961,25-Nov-18,25-Dec-18,First Class,MJ-17740,Max Jones,Consumer,96700,TEC-PH-10001924, 83.988 ,2,0.4, -20.997 
8741,STAFF-1746,CA-2016-102498,23-Feb-23,13-Mar-23,First Class,JG-15160,James Galang,Consumer,25050,OFF-AR-10004456, 73.2 ,5,0, 21.228 
8742,STAFF-1592,CA-2015-113222,30-Nov-22,21-Dec-22,Same Day,AG-10765,Anthony Garverick,Home Office,26150,OFF-BI-10001890, 10.74 ,3,0, 5.1552 
8743,STAFF-2852,US-2015-144771,09-Jun-14,23-Jun-14,First Class,CK-12205,Chloris Kastensmidt,Consumer,26200,FUR-FU-10000629, 11.032 ,1,0.2, 3.0338 
8744,STAFF-1487,US-2015-144771,05-Jul-23,19-Jul-23,First Class,CK-12205,Chloris Kastensmidt,Consumer,40170,TEC-AC-10002323, 53.04 ,3,0.2, -4.641 
8745,STAFF-116,CA-2015-162376,06-Nov-19,28-Nov-19,Second Class,HD-14785,Harold Dahlen,Home Office,14310,OFF-AR-10003056, 17.12 ,4,0, 4.9648 
8746,STAFF-2159,CA-2015-162376,09-Apr-19,01-May-19,Second Class,HD-14785,Harold Dahlen,Home Office,43400,OFF-PA-10000300, 59.94 ,3,0, 28.1718 
8747,STAFF-1792,CA-2017-128076,24-Mar-19,19-Apr-19,Standard Class,BO-11350,Bill Overfelt,Corporate,40000,FUR-FU-10000293, 210.58 ,2,0, 12.6348 
8748,STAFF-1757,CA-2017-128076,14-Sep-20,30-Sep-20,Standard Class,BO-11350,Bill Overfelt,Corporate,17070,OFF-BI-10003638, 30.96 ,2,0.2, 10.062 
8749,STAFF-481,CA-2017-128076,09-Jun-23,04-Jul-23,Standard Class,BO-11350,Bill Overfelt,Corporate,35500,TEC-MA-10002109, 239.984 ,2,0.2, 38.9974 
8750,STAFF-2785,US-2015-163825,04-Aug-23,25-Aug-23,First Class,LC-16885,Lena Creighton,Consumer,6650,OFF-BI-10003527, 3050.376 ,3,0.2, 1143.891 
8751,STAFF-1415,US-2015-163825,24-May-22,04-Jun-22,First Class,LC-16885,Lena Creighton,Consumer,50460,TEC-PH-10004922, 133.98 ,2,0, 33.495 
8752,STAFF-1294,CA-2016-105662,13-Oct-23,21-Oct-23,Standard Class,RB-19465,Rick Bensley,Home Office,77300,OFF-PA-10001001, 93.248 ,4,0.2, 31.4712 
8753,STAFF-908,CA-2016-105662,24-Feb-05,06-Mar-05,Standard Class,RB-19465,Rick Bensley,Home Office,35820,TEC-PH-10001198, 177.48 ,3,0.2, 19.9665 
8754,STAFF-353,CA-2017-152198,16-Jul-19,13-Aug-19,First Class,JD-16015,Joy Daniels,Consumer,34400,OFF-LA-10000443, 17.712 ,6,0.2, 5.9778 
8755,STAFF-97,CA-2017-152198,15-Aug-17,04-Sep-17,First Class,JD-16015,Joy Daniels,Consumer,18050,OFF-BI-10003669, 4.86 ,3,0.7, -3.564 
8756,STAFF-1659,CA-2017-152198,17-Jul-20,07-Aug-20,First Class,JD-16015,Joy Daniels,Consumer,22020,OFF-BI-10001628, 6.258 ,2,0.7, -5.215 
8757,STAFF-547,CA-2016-114307,05-Mar-24,21-Mar-24,Standard Class,MF-17665,Maureen Fritzler,Corporate,68000,OFF-AP-10002350, 37.68 ,2,0, 10.5504 
8758,STAFF-1856,CA-2016-114307,23-Dec-21,13-Jan-22,Standard Class,MF-17665,Maureen Fritzler,Corporate,13200,OFF-PA-10004100, 51.84 ,8,0, 24.8832 
8759,STAFF-1259,CA-2016-114307,25-Nov-20,09-Dec-20,Standard Class,MF-17665,Maureen Fritzler,Corporate,26140,FUR-FU-10000794, 27.42 ,3,0, 9.3228 
8760,STAFF-2816,CA-2016-114307,05-Aug-11,18-Aug-11,Standard Class,MF-17665,Maureen Fritzler,Corporate,47110,OFF-BI-10002012, 5.4 ,3,0, 2.592 
8761,STAFF-2545,CA-2016-159891,07-Jun-21,06-Jul-21,Standard Class,BF-11170,Ben Ferrer,Home Office,73000,OFF-BI-10003527, 1270.99 ,1,0, 635.495 
8762,STAFF-2157,CA-2016-159891,09-Apr-20,28-Apr-20,Standard Class,BF-11170,Ben Ferrer,Home Office,11960,OFF-EN-10004483, 125.36 ,8,0, 58.9192 
8763,STAFF-1824,CA-2016-112578,27-Jun-23,24-Jul-23,Standard Class,FO-14305,Frank Olsen,Consumer,21600,OFF-ST-10003722, 14.03 ,1,0, 4.0687 
8764,STAFF-2045,CA-2016-112578,22-Sep-21,08-Oct-21,Standard Class,FO-14305,Frank Olsen,Consumer,9810,OFF-SU-10002557, 27.96 ,2,0, 7.2696 
8765,STAFF-445,CA-2015-107083,10-Jan-19,09-Feb-19,Standard Class,BB-11545,Brenda Bowman,Corporate,83700,OFF-AR-10002257, 5.344 ,2,0.2, 0.7348 
8766,STAFF-2527,CA-2015-107083,12-Sep-23,25-Sep-23,Standard Class,BB-11545,Brenda Bowman,Corporate,22110,OFF-BI-10000756, 1.696 ,2,0.8, -2.544 
8767,STAFF-1552,CA-2015-107083,22-Feb-89,02-Mar-89,Standard Class,BB-11545,Brenda Bowman,Corporate,77100,OFF-AP-10004136, 24.588 ,3,0.8, -67.617 
8768,STAFF-1912,CA-2015-107083,15-Mar-23,06-Apr-23,Standard Class,BB-11545,Brenda Bowman,Corporate,34200,OFF-BI-10002194, 7.98 ,5,0.8, -13.167 
8769,STAFF-1664,CA-2015-151722,08-May-12,15-May-12,Standard Class,IL-15100,Ivan Liston,Consumer,83400,TEC-AC-10000892, 288 ,4,0.2, 57.6 
8770,STAFF-133,CA-2016-151148,17-Jan-09,02-Feb-09,Same Day,PO-19180,Philisse Overcash,Home Office,26600,TEC-PH-10001870, 146.952 ,3,0.2, 9.1845 
8771,STAFF-2691,CA-2016-151148,19-Oct-16,07-Nov-16,Same Day,PO-19180,Philisse Overcash,Home Office,9200,FUR-CH-10002304, 83.136 ,4,0.2, 5.196 
8772,STAFF-293,CA-2017-115882,02-Mar-23,20-Mar-23,First Class,DB-13555,Dorothy Badders,Corporate,43000,OFF-AP-10002534, 942.784 ,4,0.2, 94.2784 
8773,STAFF-1087,CA-2017-115882,29-Mar-24,18-Apr-24,First Class,DB-13555,Dorothy Badders,Corporate,50400,OFF-PA-10001125, 74.352 ,3,0.2, 23.235 
8774,STAFF-889,CA-2015-132276,11-Feb-13,18-Feb-13,Standard Class,LC-16960,Lindsay Castell,Home Office,22010,OFF-AP-10000804, 26.88 ,6,0, 6.72 
8775,STAFF-2688,CA-2015-132276,30-Sep-14,22-Oct-14,Standard Class,LC-16960,Lindsay Castell,Home Office,6010,OFF-BI-10002982, 10.896 ,2,0.2, 3.8136 
8776,STAFF-898,CA-2016-163636,30-Sep-20,18-Oct-20,Second Class,MP-18175,Mike Pelletier,Home Office,11010,OFF-AR-10001547, 3.536 ,2,0.2, 0.3094 
8777,STAFF-617,CA-2016-102813,01-Mar-14,16-Mar-14,First Class,EA-14035,Erin Ashbrook,Corporate,55200,FUR-CH-10000665, 528.43 ,5,0.3, 0 
8778,STAFF-1255,CA-2016-102813,20-Oct-05,31-Oct-05,First Class,EA-14035,Erin Ashbrook,Corporate,47820,OFF-PA-10000520, 41.472 ,8,0.2, 14.5152 
8779,STAFF-545,CA-2017-135377,09-Aug-18,05-Sep-18,Standard Class,BP-11095,Bart Pistole,Corporate,16310,FUR-BO-10004015, 287.976 ,3,0.2, 7.1994 
8780,STAFF-2697,CA-2015-165813,30-Aug-21,25-Sep-21,Second Class,BM-11785,Bryan Mills,Consumer,81800,OFF-ST-10004258, 29.304 ,3,0.2, 2.5641 
8781,STAFF-1394,CA-2015-133585,12-May-21,21-May-21,First Class,CM-12715,Craig Molinari,Corporate,25250,OFF-AR-10003696, 55.328 ,2,0.2, 6.2244 
8782,STAFF-1793,CA-2015-133585,03-Oct-18,12-Oct-18,First Class,CM-12715,Craig Molinari,Corporate,6350,FUR-BO-10001811, 1227.9984 ,6,0.32, -36.1176 
8783,STAFF-234,CA-2016-116911,16-Mar-22,29-Mar-22,Standard Class,JD-16150,Justin Deggeller,Corporate,96200,OFF-BI-10001249, 20.416 ,4,0.2, 6.6352 
8784,STAFF-479,CA-2016-116911,23-Apr-24,12-May-24,Standard Class,JD-16150,Justin Deggeller,Corporate,36030,FUR-TA-10003473, 1128.39 ,3,0, 259.5297 
8785,STAFF-1832,US-2017-129224,04-Aug-21,18-Aug-21,Standard Class,AS-10630,Ann Steele,Home Office,27010,OFF-LA-10003190, 4.608 ,2,0.2, 1.6704 
8786,STAFF-2547,CA-2017-145765,07-Apr-22,06-May-22,Standard Class,CM-11815,Candace McMahon,Corporate,21100,TEC-PH-10001305, 195.96 ,5,0.2, 19.596 
8787,STAFF-1749,CA-2017-145765,10-Oct-11,20-Oct-11,Standard Class,CM-11815,Candace McMahon,Corporate,90000,OFF-PA-10001534, 15.552 ,3,0.2, 5.4432 
8788,STAFF-2705,CA-2017-145765,20-Aug-12,04-Sep-12,Standard Class,CM-11815,Candace McMahon,Corporate,6800,TEC-AC-10000844, 271.968 ,4,0.2, 54.3936 
8789,STAFF-1673,CA-2017-126914,18-Nov-18,30-Nov-18,Standard Class,JE-15715,Joe Elijah,Consumer,20300,FUR-CH-10000847, 698.352 ,3,0.2, 52.3764 
8790,STAFF-1454,CA-2017-126914,12-Oct-23,28-Oct-23,Standard Class,JE-15715,Joe Elijah,Consumer,26810,FUR-BO-10000468, 77.728 ,2,0.2, -3.8864 
8791,STAFF-1622,CA-2015-169572,16-Jan-22,25-Jan-22,Standard Class,AG-10525,Andy Gerbode,Corporate,98700,OFF-BI-10002799, 46.62 ,9,0, 21.4452 
8792,STAFF-2102,CA-2017-162075,20-May-21,02-Jun-21,Standard Class,TT-21220,Thomas Thornton,Consumer,32300,TEC-PH-10001557, 537.544 ,7,0.2, 47.0351 
8793,STAFF-1468,CA-2014-162992,09-Oct-17,08-Nov-17,First Class,BP-11095,Bart Pistole,Corporate,89600,OFF-LA-10001934, 14.62 ,2,0, 6.8714 
8794,STAFF-37,CA-2014-162992,02-Jan-20,31-Jan-20,First Class,BP-11095,Bart Pistole,Corporate,33200,OFF-FA-10004248, 22.55 ,5,0, 8.7945 
8795,STAFF-2324,CA-2014-162992,11-Mar-24,27-Mar-24,First Class,BP-11095,Bart Pistole,Corporate,32100,TEC-PH-10001944, 583.8 ,5,0.2, 72.975 
8796,STAFF-2138,CA-2014-162992,05-Jan-24,31-Jan-24,First Class,BP-11095,Bart Pistole,Corporate,27310,TEC-PH-10002085, 211.168 ,4,0.2, 15.8376 
8797,STAFF-2885,CA-2016-106397,19-Sep-23,13-Oct-23,Standard Class,MJ-17740,Max Jones,Consumer,21820,OFF-PA-10003441, 12.96 ,2,0, 6.2208 
8798,STAFF-1757,CA-2016-106397,29-Aug-19,22-Sep-19,Standard Class,MJ-17740,Max Jones,Consumer,94800,OFF-AR-10004602, 45.98 ,2,0, 12.8744 
8799,STAFF-1664,US-2016-150140,12-Oct-22,23-Oct-22,Standard Class,VM-21685,Valerie Mitchum,Home Office,24060,TEC-PH-10002555, 1294.75 ,5,0, 336.635 
8800,STAFF-152,CA-2014-116666,03-Dec-00,20-Dec-00,First Class,KT-16480,Kean Thornton,Consumer,47150,TEC-CO-10001449, 1799.97 ,5,0.4, 239.996 
8801,STAFF-649,CA-2017-148992,31-Jul-21,21-Aug-21,Standard Class,CS-12250,Chris Selesnick,Corporate,1000,OFF-PA-10004285, 10.688 ,2,0.2, 3.7408 
8802,STAFF-459,CA-2016-140935,21-Oct-23,10-Nov-23,First Class,AB-10015,Aaron Bergman,Consumer,45200,TEC-PH-10000562, 221.98 ,2,0, 62.1544 
8803,STAFF-1497,CA-2016-140935,25-Sep-20,13-Oct-20,First Class,AB-10015,Aaron Bergman,Consumer,45600,FUR-BO-10003966, 341.96 ,2,0, 54.7136 
8804,STAFF-759,CA-2014-157644,11-Jan-24,22-Jan-24,First Class,AH-10030,Aaron Hawkins,Corporate,45800,TEC-AC-10003614, 34.77 ,3,0, 11.4741 
8805,STAFF-2785,CA-2014-157644,28-Jun-15,26-Jul-15,First Class,AH-10030,Aaron Hawkins,Corporate,84000,OFF-LA-10003148, 18.9 ,3,0, 8.694 
8806,STAFF-1915,US-2017-100398,24-Aug-23,09-Sep-23,Standard Class,DO-13435,Denny Ordway,Consumer,30000,OFF-BI-10002133, 102.72 ,3,0.2, 37.236 
8807,STAFF-438,CA-2016-113082,10-Aug-20,29-Aug-20,Standard Class,MC-17590,Matt Collister,Corporate,86500,FUR-FU-10002813, 40.48 ,2,0, 14.5728 
8808,STAFF-1251,US-2017-110646,30-Dec-22,10-Jan-23,Standard Class,JF-15190,Jamie Frazer,Consumer,79250,OFF-BI-10004330, 33.282 ,3,0.7, -27.735 
8809,STAFF-138,US-2017-110646,01-Apr-17,30-Apr-17,Standard Class,JF-15190,Jamie Frazer,Consumer,85100,TEC-PH-10002807, 118.65 ,5,0.4, 19.775 
8810,STAFF-1072,US-2017-110646,05-May-23,25-May-23,Standard Class,JF-15190,Jamie Frazer,Consumer,45000,OFF-LA-10001404, 14.76 ,5,0.2, 4.9815 
8811,STAFF-2298,CA-2017-120614,31-Jul-17,09-Aug-17,Standard Class,SM-20950,Suzanne McNair,Corporate,90100,OFF-PA-10004911, 37.52 ,4,0, 18.0096 
8812,STAFF-321,US-2016-140172,02-Sep-22,23-Sep-22,Standard Class,SP-20650,Stephanie Phelps,Corporate,26640,OFF-AP-10004233, 207.144 ,3,0.1, 48.3336 
8813,STAFF-152,US-2016-140172,31-May-11,15-Jun-11,Standard Class,SP-20650,Stephanie Phelps,Corporate,86100,OFF-AR-10002766, 13.9 ,5,0, 3.753 
8814,STAFF-792,CA-2015-127754,15-Oct-20,12-Nov-20,Standard Class,CK-12760,Cyma Kinney,Corporate,34010,FUR-CH-10003199, 266.352 ,3,0.2, 13.3176 
8815,STAFF-1337,CA-2015-144274,21-Aug-21,28-Aug-21,Second Class,PW-19240,Pierre Wener,Consumer,79503,TEC-PH-10003012, 307.98 ,2,0, 89.3142 
8816,STAFF-845,CA-2015-144274,07-Aug-16,17-Aug-16,Second Class,PW-19240,Pierre Wener,Consumer,48050,OFF-PA-10001583, 44.1 ,6,0, 20.727 
8817,STAFF-2447,CA-2015-144274,10-Mar-23,22-Mar-23,Second Class,PW-19240,Pierre Wener,Consumer,95500,OFF-AR-10001940, 13.12 ,4,0, 5.6416 
8818,STAFF-1871,CA-2015-144274,21-Aug-20,16-Sep-20,Second Class,PW-19240,Pierre Wener,Consumer,83500,OFF-EN-10003286, 16.56 ,2,0, 7.7832 
8819,STAFF-519,CA-2015-144274,26-Jul-20,10-Aug-20,Second Class,PW-19240,Pierre Wener,Consumer,33300,OFF-PA-10003441, 38.88 ,6,0, 18.6624 
8820,STAFF-1948,CA-2015-142930,06-Feb-22,05-Mar-22,Standard Class,EB-14170,Evan Bailliet,Consumer,26610,OFF-PA-10003395, 335.52 ,4,0.2, 117.432 
8821,STAFF-134,CA-2017-100622,17-Sep-19,16-Oct-19,Standard Class,DK-13090,Dave Kipp,Consumer,89200,TEC-CO-10003236, 959.984 ,2,0.2, 311.9948 
8822,STAFF-835,CA-2017-100622,04-Feb-24,21-Feb-24,Standard Class,DK-13090,Dave Kipp,Consumer,9800,OFF-BI-10002982, 4.086 ,2,0.7, -2.9964 
8823,STAFF-2713,CA-2017-100622,21-Nov-17,04-Dec-17,Standard Class,DK-13090,Dave Kipp,Consumer,54000,OFF-AR-10004010, 55.984 ,2,0.2, 4.1988 
8824,STAFF-609,CA-2017-100622,27-Sep-19,17-Oct-19,Standard Class,DK-13090,Dave Kipp,Consumer,15050,OFF-PA-10002947, 10.688 ,2,0.2, 3.7408 
8825,STAFF-1254,CA-2017-117156,04-Jun-23,26-Jun-23,Second Class,TB-21055,Ted Butterfield,Consumer,27620,OFF-EN-10003845, 8.856 ,3,0.2, 2.8782 
8826,STAFF-1851,CA-2015-115399,01-Jun-21,12-Jun-21,First Class,AG-10900,Arthur Gainer,Consumer,36800,OFF-LA-10003190, 6.912 ,3,0.2, 2.5056 
8827,STAFF-1953,US-2014-157847,26-May-21,02-Jun-21,Second Class,SC-20020,Sam Craven,Consumer,26640,OFF-PA-10002986, 26.72 ,5,0.2, 9.352 
8828,STAFF-1250,US-2014-157847,07-Nov-19,21-Nov-19,Second Class,SC-20020,Sam Craven,Consumer,14020,OFF-PA-10001593, 33.488 ,7,0.2, 10.465 
8829,STAFF-471,CA-2015-115168,01-Jul-23,31-Jul-23,Standard Class,BB-11545,Brenda Bowman,Corporate,9810,OFF-PA-10000528, 10.56 ,2,0, 4.752 
8830,STAFF-2158,CA-2014-109680,26-May-16,16-Jun-16,First Class,VP-21760,Victoria Pisteka,Corporate,10150,OFF-ST-10001932, 386.34 ,2,0, 54.0876 
8831,STAFF-556,CA-2016-167983,02-Apr-24,13-Apr-24,Second Class,RP-19270,Rachel Payne,Corporate,96600,OFF-BI-10003727, 33.44 ,10,0.2, 11.704 
8832,STAFF-1691,CA-2015-145324,01-Sep-15,30-Sep-15,Standard Class,DH-13675,Duane Huffman,Home Office,79503,FUR-FU-10002759, 39.96 ,2,0, 14.3856 
8833,STAFF-2547,CA-2015-153423,24-Nov-20,02-Dec-20,Standard Class,SW-20455,Shaun Weien,Consumer,85200,OFF-BI-10000545, 1217.568 ,2,0.2, 456.588 
8834,STAFF-1625,US-2017-132675,07-Nov-23,02-Dec-23,Standard Class,KF-16285,Karen Ferguson,Home Office,28610,OFF-ST-10004950, 15.51 ,1,0, 3.8775 
8835,STAFF-608,US-2017-132675,18-Jun-17,08-Jul-17,Standard Class,KF-16285,Karen Ferguson,Home Office,98000,TEC-PH-10003171, 89.9 ,2,0, 25.172 
8836,STAFF-1414,US-2017-132675,19-Apr-06,27-Apr-06,Standard Class,KF-16285,Karen Ferguson,Home Office,89000,OFF-AR-10000614, 14.28 ,4,0, 3.7128 
8837,STAFF-1490,US-2017-132675,23-Apr-22,21-May-22,Standard Class,KF-16285,Karen Ferguson,Home Office,14400,OFF-AR-10000034, 12.72 ,3,0, 4.9608 
8838,STAFF-1435,US-2017-132675,06-Sep-23,22-Sep-23,Standard Class,KF-16285,Karen Ferguson,Home Office,35900,OFF-LA-10003766, 15.75 ,5,0, 7.56 
8839,STAFF-1632,CA-2014-153808,11-Feb-16,26-Feb-16,Second Class,FH-14275,Frank Hawley,Corporate,73420,OFF-AR-10001725, 70.95 ,3,0, 18.447 
8840,STAFF-487,CA-2014-153808,19-Dec-23,03-Jan-24,Second Class,FH-14275,Frank Hawley,Corporate,16310,OFF-BI-10002794, 65.568 ,2,0.2, 23.7684 
8841,STAFF-172,CA-2014-153808,11-Nov-12,27-Nov-12,Second Class,FH-14275,Frank Hawley,Corporate,89950,TEC-AC-10004171, 299.97 ,3,0, 131.9868 
8842,STAFF-2869,US-2016-112396,11-Feb-23,22-Feb-23,Standard Class,JR-16210,Justin Ritter,Corporate,27050,TEC-AC-10003628, 89.97 ,3,0, 39.5868 
8843,STAFF-1808,US-2016-112396,28-Jul-22,23-Aug-22,Standard Class,JR-16210,Justin Ritter,Corporate,28400,TEC-AC-10004761, 31.86 ,2,0, 11.151 
8844,STAFF-1084,CA-2014-141173,23-Mar-23,14-Apr-23,Second Class,JC-16105,Julie Creighton,Corporate,23100,OFF-ST-10000885, 67.15 ,5,0, 16.7875 
8845,STAFF-2687,CA-2017-156664,25-Jan-24,07-Feb-24,Standard Class,BP-11290,Beth Paige,Consumer,73420,OFF-BI-10004209, 7.236 ,3,0.7, -6.03 
8846,STAFF-462,CA-2017-156664,23-Feb-24,22-Mar-24,Standard Class,BP-11290,Beth Paige,Consumer,48050,OFF-FA-10002988, 4.824 ,3,0.2, 1.7487 
8847,STAFF-382,CA-2017-156664,18-Apr-22,01-May-22,Standard Class,BP-11290,Beth Paige,Consumer,84000,OFF-PA-10002222, 91.36 ,5,0.2, 29.692 
8848,STAFF-1979,CA-2017-156664,01-Feb-24,26-Feb-24,Standard Class,BP-11290,Beth Paige,Consumer,27600,OFF-AP-10004487, 130.112 ,2,0.2, 13.0112 
8849,STAFF-2867,CA-2015-140718,31-Dec-20,23-Jan-21,First Class,FA-14230,Frank Atkinson,Corporate,85000,TEC-PH-10003505, 74.24 ,1,0.2, 8.352 
8850,STAFF-1808,CA-2015-140718,13-Dec-22,02-Jan-23,First Class,FA-14230,Frank Atkinson,Corporate,72120,FUR-FU-10000076, 159.84 ,10,0.2, 45.954 
8851,STAFF-1817,CA-2015-140718,09-Sep-23,02-Oct-23,First Class,FA-14230,Frank Atkinson,Corporate,16600,OFF-BI-10004728, 2.892 ,2,0.7, -2.3136 
8852,STAFF-97,CA-2015-140718,16-Aug-23,26-Aug-23,First Class,FA-14230,Frank Atkinson,Corporate,28010,OFF-PA-10002250, 9.392 ,2,0.2, 3.2872 
8853,STAFF-1414,CA-2014-119977,29-Jul-14,12-Aug-14,Second Class,DN-13690,Duane Noonan,Consumer,71750,OFF-PA-10003823, 123.92 ,4,0, 55.764 
8854,STAFF-886,US-2015-115343,11-Dec-23,20-Dec-23,First Class,FO-14305,Frank Olsen,Consumer,95400,OFF-SU-10000898, 55.6 ,5,0.2, 6.255 
8855,STAFF-761,US-2015-115343,24-Dec-13,11-Jan-14,First Class,FO-14305,Frank Olsen,Consumer,10200,TEC-AC-10003832, 617.976 ,3,0.2, -7.7247 
8856,STAFF-1940,CA-2017-163671,18-Dec-21,02-Jan-22,Standard Class,DP-13105,Dave Poirier,Corporate,26010,OFF-BI-10001679, 21.312 ,3,0.2, 7.992 
8857,STAFF-987,CA-2017-135909,04-Jul-23,24-Jul-23,Standard Class,JW-15220,Jane Waco,Corporate,11950,TEC-AC-10002335, 209.94 ,6,0, 39.8886 
8858,STAFF-992,CA-2017-135909,07-Mar-24,17-Mar-24,Standard Class,JW-15220,Jane Waco,Corporate,73450,TEC-PH-10003187, 31.984 ,2,0.2, -7.996 
8859,STAFF-322,CA-2017-135909,21-Feb-21,03-Mar-21,Standard Class,JW-15220,Jane Waco,Corporate,47830,OFF-BI-10003527, 5083.96 ,5,0.2, 1906.485 
8860,STAFF-425,US-2017-114356,18-May-21,16-Jun-21,Standard Class,TT-21460,Tonja Turnell,Home Office,90100,TEC-PH-10003171, 35.96 ,1,0.2, 3.596 
8861,STAFF-2133,CA-2015-125934,12-Dec-16,04-Jan-17,Standard Class,SN-20560,Skye Norling,Home Office,87000,OFF-LA-10000414, 31.05 ,3,0, 14.904 
8862,STAFF-1669,CA-2015-125934,06-Feb-24,14-Feb-24,Standard Class,SN-20560,Skye Norling,Home Office,52200,FUR-FU-10002107, 8.92 ,4,0, 3.9248 
8863,STAFF-1847,CA-2015-125934,08-Mar-24,27-Mar-24,Standard Class,SN-20560,Skye Norling,Home Office,11020,OFF-BI-10004593, 209.6 ,4,0, 96.416 
8864,STAFF-2037,CA-2015-125934,17-Apr-24,10-May-24,Standard Class,SN-20560,Skye Norling,Home Office,50460,OFF-AP-10003860, 111.04 ,4,0, 29.9808 
8865,STAFF-1587,CA-2015-125934,13-Mar-21,12-Apr-21,Standard Class,SN-20560,Skye Norling,Home Office,13600,OFF-PA-10000556, 38.88 ,6,0, 18.6624 
8866,STAFF-224,CA-2015-158148,09-Mar-17,31-Mar-17,Standard Class,JM-15865,John Murray,Consumer,24300,OFF-AP-10003281, 36.27 ,3,0, 10.881 
